id,title,description,risk
efs_multi_az_enabled,Check if EFS File systems are configured with Multi-AZ.,Check if EFS File systems has Multi-AZ enabled.,Ensure that your Amazon EFS are using Multi-AZ deployment configurations to provide High Availability (HA).
efs_not_publicly_accessible,Check if EFS have policies which allow access to any client within the VPC,Check if EFS have policies which allow access to any client within the VPC,Restricting access to EFS file systems is a security best practice. Allowing access to any client within the VPC can lead to unauthorized access to the file system.
eks_cluster_kms_cmk_encryption_in_secrets_enabled,Ensure Kubernetes Secrets are encrypted using Customer Master Keys (CMKs),Ensure Kubernetes Secrets are encrypted using Customer Master Keys (CMKs),Implementing envelope encryption is considered a security best practice for applications that store sensitive data and is part of a defense in depth security strategy.
eks_cluster_network_policy_enabled,Ensure Network Policy is Enabled and Set as Appropriate,"Ensure that Network Policy is enabled and set as appropriate in Amazon EKS clusters. Network Policy provides pod-level firewalling to restrict traffic between sources, enhancing network security within the cluster.","Without proper Network Policy settings, pods within the cluster may be vulnerable to unauthorized access and communication."
eks_cluster_not_publicly_accessible,Ensure EKS Clusters are not publicly accessible,Ensure that your Amazon EKS cluster's Kubernetes API server endpoint is not publicly accessible from the Internet in order to avoid exposing private data and minimizing security risks.,"By default, this API server endpoint is publicly accessible, meaning any machine on the internet can potentially connect to your EKS cluster using its public endpoint. This exposes your cluster to a higher risk of malicious activities and attacks."
eks_cluster_private_nodes_enabled,Ensure Clusters are created with Private Nodes,"Ensure that clusters are created with private nodes, disabling public IP addresses for cluster nodes. Private nodes have no public IP addresses, restricting access to internal networks and enhancing security.","Without private nodes, cluster nodes may have public IP addresses, increasing the attack surface and exposing them to potential threats from the internet."
eks_cluster_uses_a_supported_version,Ensure Kubernetes cluster runs on a supported Kubernetes version,Ensure Kubernetes cluster runs on a supported Kubernetes version,Running an Amazon EKS cluster on an unsupported Kubernetes version exposes it to common security vulnerabilities
eks_control_plane_logging_all_types_enabled,Ensure EKS Control Plane Logging is enabled for all required log types,Ensure EKS Control Plane Logging is enabled for all required log types,"If logs are not enabled, monitoring of service use or threat analysis is not possible."
eks_endpoints_not_publicly_accessible,,,
elasticache_cluster_uses_public_subnet,Ensure Elasticache Cluster is not using a public subnet,Ensure Elasticache Cluster is not using a public subnet,There is a risk of exposing sensitive data if Elasticache Cluster uses a public subnet.
elasticache_redis_cluster_auto_minor_version_upgrades,Ensure Elasticache Redis cache clusters have automatic minor upgrades enabled.,Ensure Elasticache Redis cache clusters have automatic minor upgrades enabled.,"Not enabling automatic minor version upgrades can expose your Redis cluster to security vulnerabilities, performance issues, and increased operational overhead due to the need for manual updates."
elasticache_redis_cluster_automatic_failover_enabled,Ensure Elasticache Redis clusters have automatic failover enabled.,Ensure Elasticache Redis OSS cache clusters use automatic failover.,"If automatic failover is not enabled, a failure in the primary node could result in significant downtime, impacting the availability and resilience of your application."
elasticache_redis_cluster_backup_enabled,Ensure Elasticache Redis cache cluster has automatic backups enabled.,Ensure Elasticache Redis cache cluster has automatic backups enabled.,Ensure that your Amazon ElastiCache Redis cache clusters have a sufficient backup retention period set in order to fulfill your organization's compliance requirements. The retention period represents the number of days for which Amazon ElastiCache service retains automatic Redis cluster backups before deleting them.
elasticache_redis_cluster_in_transit_encryption_enabled,Ensure Elasticache Redis cache clusters have in transit encryption enabled.,Ensure Elasticache Redis cache clusters have in transit encryption enabled.,There is a risk of exposing sensitive data if Elasticache Redis cache cluster does not have in transit encryption enabled.
elasticache_redis_cluster_multi_az_enabled,Ensure Elasticache Redis cache cluster has Multi-AZ enabled.,Ensure Elasticache Redis cache cluster has Multi-AZ enabled.,Ensure that your Amazon ElastiCache Redis cache clusters has Multi-AZ enabled.
elasticache_redis_cluster_rest_encryption_enabled,Ensure Elasticache Redis cache clusters have at rest encryption enabled.,Ensure Elasticache Redis cache clusters have at rest encryption enabled.,There is a risk of exposing sensitive data if Elasticache Redis cache clusters does not have at rest encryption enabled.
elasticache_redis_replication_group_auth_enabled,Ensure Elasticache Elasticache Redis replication groups of earlier versions should have Redis OSS AUTH enabled.,Ensure Elasticache Redis replication groups of earlier versions use Redis OSS AUTH.,"Without Redis AUTH enabled, your ElastiCache (Redis) instance is vulnerable to unauthorized access and potential data breaches."
elasticbeanstalk_environment_cloudwatch_logging_enabled,Elastic Beanstalk environment should stream logs to CloudWatch,This control checks whether an Elastic Beanstalk environment is configured to send logs to CloudWatch Logs. The control fails if an Elastic Beanstalk environment isn't configured to send logs to CloudWatch Logs.,"Without log streaming to CloudWatch, it becomes difficult to monitor and troubleshoot your Elastic Beanstalk environments, which can lead to missed events or security incidents."
elasticbeanstalk_environment_enhanced_health_reporting,Elastic Beanstalk environments should have enhanced health reporting enabled,This control checks whether enhanced health reporting is enabled for your AWS Elastic Beanstalk environments.,"Without enhanced health reporting, you may face delays in detecting and responding to issues in your Elastic Beanstalk environment, affecting application availability and performance."
elasticbeanstalk_environment_managed_updates_enabled,Elastic Beanstalk managed platform updates should be enabled,This control checks whether managed platform updates are enabled for an Elastic Beanstalk environment. The control fails if no managed platform updates are enabled.,"If managed platform updates are not enabled, the environment might miss critical security patches and updates, which can expose it to vulnerabilities."
elb_connection_draining_enabled,Classic Load Balancer Connection Draining Enabled,"Checks if connection draining is enabled for Classic Load Balancers. Connection draining ensures that the load balancer stops sending requests to instances that are de-registering or unhealthy, while keeping existing connections open. This is particularly useful for instances in Auto Scaling groups, to ensure that connections aren't severed abruptly.","Disabling connection draining can lead to abrupt connection termination for users, impacting the user experience and potentially causing application errors."
elb_cross_zone_load_balancing_enabled,Ensure Cross-Zone Load Balancing is Enabled for Classic Load Balancers (CLBs),"Checks whether cross-zone load balancing is enabled for Classic Load Balancers (CLBs). Cross-zone load balancing ensures even distribution of traffic across all registered targets in all Availability Zones, improving fault tolerance and load distribution.","If cross-zone load balancing is not enabled, traffic may not be evenly distributed across Availability Zones, leading to over-utilization of resources in certain zones and potential application performance degradation or outages."
elb_desync_mitigation_mode,Classic Load Balancer should be configured with defensive or strictest desync mitigation mode,This control checks whether a Classic Load Balancer is configured with defensive or strictest desync mitigation mode. The control fails if the Classic Load Balancer isn't configured with defensive or strictest desync mitigation mode.,"HTTP Desync issues can lead to request smuggling, making applications vulnerable to attacks such as request queue or cache poisoning, which could result in credential hijacking or unauthorized command execution."
elb_insecure_ssl_ciphers,Check if Elastic Load Balancers have insecure SSL ciphers.,Check if Elastic Load Balancers have insecure SSL ciphers.,Using insecure ciphers could affect privacy of in transit information.
elb_internet_facing,Check for internet facing Elastic Load Balancers.,Check for internet facing Elastic Load Balancers.,Publicly accessible load balancers could expose sensitive data to bad actors.
elb_is_in_multiple_az,Ensure Classic Load Balancer is Configured Across Multiple Availability Zones,"This check ensures that a Classic Load Balancer is configured to span at least the specified number of Availability Zones (AZs). The control fails if the Load Balancer does not span multiple AZs, which can lead to decreased availability and reliability in case of an AZ failure.","A Classic Load Balancer configured in a single Availability Zone risks becoming a single point of failure. If the AZ fails, the load balancer will not be able to redirect traffic to other healthy targets, leading to potential service outages."
elb_logging_enabled,Check if Elastic Load Balancers have logging enabled.,Check if Elastic Load Balancers have logging enabled.,If logs are not enabled monitoring of service use and threat analysis is not possible.
elb_ssl_listeners,Check if Elastic Load Balancers have SSL listeners.,Check if Elastic Load Balancers have SSL listeners.,Clear text communication could affect privacy of information in transit.
elb_ssl_listeners_use_acm_certificate,Check if Classic Load Balancers with SSL/HTTPS listeners use a certificate provided by AWS Certificate Manager (ACM).,This control checks whether the Classic Load Balancer uses HTTPS/SSL certificates provided by AWS Certificate Manager (ACM). The control fails if the Classic Load Balancer does not use a certificate provided by ACM.,"If Classic Load Balancers are not using ACM certificates, it increases the risk of using self-signed or expired certificates, which can impact secure communication and lead to compliance issues."
elbv2_cross_zone_load_balancing_enabled,Ensure Cross-Zone Load Balancing is enabled for Network (NLBs) and Gateway (GWLB) Load Balancers,"Checks whether cross-zone load balancing is enabled for Network Load Balancers (NLBs) and Gateway Load Balancers (GWLB). Cross-zone load balancing ensures even distribution of traffic across all registered targets in all Availability Zones, improving fault tolerance and load distribution.","If cross-zone load balancing is not enabled, traffic may not be evenly distributed across Availability Zones, leading to over-utilization of resources in certain zones and potential application performance degradation or outages."
elbv2_deletion_protection,Check if Elastic Load Balancers have deletion protection enabled.,Check if Elastic Load Balancers have deletion protection enabled.,"If deletion protection is not enabled, the resource is not protected against deletion."
elbv2_desync_mitigation_mode,"Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute","Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute","HTTP Desync issues can lead to request smuggling and make your applications vulnerable to request queue or cache poisoning, which could lead to credential hijacking or execution of unauthorized commands."
elbv2_insecure_ssl_ciphers,Check if Elastic Load Balancers have insecure SSL ciphers.,Check if Elastic Load Balancers have insecure SSL ciphers.,Using insecure ciphers could affect privacy of in transit information.
elbv2_internet_facing,Check for internet facing Elastic Load Balancers.,Check for internet facing Elastic Load Balancers.,Publicly accessible load balancers could expose sensitive data to bad actors.
elbv2_is_in_multiple_az,Elastic Load Balancer V2 (ELBv2) is Configured Across Multiple Availability Zones (AZs),"Ensure whether Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is configured to operate across multiple Availability Zones (AZs). Ensuring that your load balancer is spread across at least two AZs helps maintain high availability and fault tolerance in case of an AZ failure.","If an ELBv2 is not configured across multiple AZs, there is a risk that an Availability Zone failure could lead to downtime for your application. This could result in a single point of failure, impacting the availability and reliability of your services."
elbv2_listeners_underneath,Check if ELBV2 has listeners underneath.,Check if ELBV2 has listeners underneath.,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.
elbv2_logging_enabled,Check if Elastic Load Balancers have logging enabled.,Check if Elastic Load Balancers have logging enabled.,If logs are not enabled monitoring of service use and threat analysis is not possible.
elbv2_nlb_tls_termination_enabled,Check if Network Load Balancers (NLB) has TLS termination enabled.,Check if Network Load Balancers (NLB) has TLS listeners.,Ensure that your Amazon Network Load Balancers (NLBs) are configured to terminate TLS connections in order to optimize the performance of the backend servers while encrypting the communication between the load balancer and the associated targets (i.e. server instances).
elbv2_ssl_listeners,Check if Elastic Load Balancers have SSL listeners.,Check if Elastic Load Balancers have SSL listeners.,Clear text communication could affect privacy of information in transit.
elbv2_waf_acl_attached,Check if Application Load Balancer has a WAF ACL attached.,Check if Application Load Balancer has a WAF ACL attached.,If not WAF ACL is attached risk of web attacks increases.
emr_cluster_account_public_block_enabled,EMR Account Public Access Block enabled.,EMR Account Public Access Block enabled.,EMR Clusters must have Account Public Access Block enabled.
emr_cluster_master_nodes_no_public_ip,EMR Cluster without Public IP.,EMR Cluster without Public IP.,EMR Cluster should not have Public IP.
emr_cluster_publicly_accesible,Publicly accessible EMR Cluster.,Publicly accessible EMR Cluster.,EMR Clusters should not be publicly accessible.
etcd_client_cert_auth,Ensure that the --client-cert-auth argument is set to true for etcd,"This check ensures that client authentication is enabled for the etcd service, which is a key-value store used by Kubernetes for persistent storage of all REST API objects. Enabling client authentication helps in securing access to etcd.","If --client-cert-auth is not set to true, etcd service may be accessible by unauthenticated clients, posing a significant security risk."
etcd_no_auto_tls,Ensure that the --auto-tls argument is not set to true for etcd,"This check ensures that etcd does not use self-signed certificates for TLS, which are less secure than certificates from a trusted authority. Avoiding self-signed certificates enhances the security of etcd.","Using --auto-tls=true may result in the use of self-signed certificates, reducing the overall security of the etcd service."
etcd_no_peer_auto_tls,Ensure that the --peer-auto-tls argument is not set to true for etcd,This check ensures that etcd is not configured to use automatically generated self-signed certificates for TLS connections between peers. Using self-signed certificates for peer authentication is discouraged in a production environment.,"Using self-signed certificates can lead to insecure communications between etcd peers, compromising data security."
etcd_peer_client_cert_auth,Ensure that the --peer-client-cert-auth argument is set to true for etcd,This check ensures that etcd is configured for peer authentication by verifying that the --peer-client-cert-auth argument is set to true. This configuration is crucial to ensure that etcd peers in the cluster are authenticated and secure.,"Failing to configure peer client authentication can lead to unauthorized access to the etcd cluster, compromising sensitive data."
etcd_peer_tls_config,Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate for etcd,"This check ensures that etcd is configured to use TLS encryption for peer connections, which is crucial for securing sensitive data stored in etcd. It verifies the presence of peer certificate and key file arguments in etcd configuration.",Not configuring TLS for peer connections in etcd can lead to potential data breaches and unauthorized access.
etcd_tls_encryption,Ensure that the --cert-file and --key-file arguments are set as appropriate for etcd,"This check verifies that the etcd service in a Kubernetes cluster is configured with appropriate TLS encryption settings. etcd, being a key value store for all Kubernetes REST API objects, should have its communication encrypted to protect these sensitive objects in transit.","Without proper TLS configuration, data stored in etcd can be susceptible to interception and unauthorized access, posing a significant security risk to the entire Kubernetes cluster."
etcd_unique_ca,Ensure that a unique Certificate Authority is used for etcd,This check ensures that etcd uses a unique Certificate Authority (CA) separate from the one used for the overall Kubernetes cluster. This practice enhances the security by restricting access to the etcd database only to clients and peers with certificates issued by the dedicated etcd CA.,Using the same CA for etcd and the Kubernetes cluster can expose etcd to unauthorized access if any certificate issued by the Kubernetes CA is compromised.
eventbridge_bus_cross_account_access,Ensure that AWS EventBridge event buses do not allow unknown cross-account access for delivery of events.,Ensure that AWS EventBridge event buses do not allow unknown cross-account access for delivery of events.,"If an AWS EventBridge event bus allows unknown cross-account access for delivery of events, it can lead to unauthorized access to the event bus and its events."
eventbridge_bus_exposed,Ensure that your AWS EventBridge event bus is not exposed to everyone,Ensure that your AWS EventBridge event bus is not exposed to everyone.,"If your AWS EventBridge event bus is exposed to everyone, unauthorized users can access your event bus and potentially view or modify your events."
eventbridge_global_endpoint_event_replication_enabled,Check if EventBridge global endpoints have event replication enabled.,Check if event replication is enabled for an Amazon EventBridge global endpoint. The control fails if event replication isn't enabled.,"Without event replication, automatic failover in case of Regional failure may not work as expected, increasing the risk of service disruption."
eventbridge_schema_registry_cross_account_access,Ensure that AWS EventBridge schema registries do not allow unknown cross-account access for delivery of events.,Ensure that AWS EventBridge schema registries do not allow unknown cross-account access for delivery of events.,"The schema registry is a central location for storing and managing schemas. If the schema registry is not properly secured, it can lead to unauthorized access to the schema registry and the schemas stored within it."
firehose_stream_encrypted_at_rest,DataFirehose delivery streams should be encrypted at rest.,,"Without encryption at rest, data in Amazon Kinesis Data Firehose delivery streams is vulnerable to unauthorized access if the storage layer is compromised. This increases the risk of sensitive information exposure, potentially leading to data breaches or non-compliance with security regulations."
fms_policy_compliant,Ensure that all FMS policies inside an admin account are compliant,This check ensures all FMS policies inside an admin account are compliant,"If FMS policies are not compliant, means there are resources unprotected by the policies"
fsx_file_system_copy_tags_to_backups_enabled,Check if FSx file systems are configured to copy tags to backups.,Check if an Amazon FSx file system is configured to copy tags to backups. The control fails if this configuration isn't enabled.,"Without tag copying, managing and tracking your resources could be more difficult, impacting your governance and inventory management processes."
fsx_file_system_copy_tags_to_volumes_enabled,Check if FSx file systems are configured to copy tags to volumes.,Check if an Amazon FSx file system is configured to copy tags to volumes. The control fails if this configuration isn't enabled.,"Without tag copying, managing and tracking your resources could be more difficult, impacting your governance and inventory management processes."
fsx_windows_file_system_multi_az_enabled,Check if FSx Windows file systems are configured with Multi-AZ.,Check if FSx Windows file systems are configured with Multi-AZ. The control fails if this configuration isn't enabled.,"Relative to Single-AZ deployment, Multi-AZ deployments provide enhanced durability by further replicating data across AZs, and enhanced availability during planned system maintenance and unplanned service disruption by failing over automatically to the standby AZ. This allows you to continue accessing your data, and helps to protect your data against instance failure and AZ disruption."
glacier_vaults_policy_public_access,Check if S3 Glacier vaults have policies which allow access to everyone.,Ensure CodeArtifact internal packages do not allow external public source publishing.,Vaults accessible to everyone could expose sensitive data to bad actors.
glue_data_catalogs_connection_passwords_encryption_enabled,Check if Glue data catalog settings have encrypt connection password enabled.,Check if Glue data catalog settings have encrypt connection password enabled.,If not enabled sensitive information at rest is not protected.
glue_data_catalogs_metadata_encryption_enabled,Check if Glue data catalog settings have metadata encryption enabled.,Check if Glue data catalog settings have metadata encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_data_catalogs_not_publicly_accessible,Ensure Glue Data Catalogs are not publicly accessible.,This control checks whether Glue Data Catalogs are not publicly accessible via resource policies.,"Publicly accessible Glue Data Catalogs can expose sensitive data schema and metadata, leading to potential security risks."
glue_database_connections_ssl_enabled,Check if Glue database connection has SSL connection enabled.,Check if Glue database connection has SSL connection enabled.,Data exfiltration could happen if information is not protected in transit.
glue_development_endpoints_cloudwatch_logs_encryption_enabled,Check if Glue development endpoints have CloudWatch logs encryption enabled.,Check if Glue development endpoints have CloudWatch logs encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_development_endpoints_job_bookmark_encryption_enabled,Check if Glue development endpoints have Job bookmark encryption enabled.,Check if Glue development endpoints have Job bookmark encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_development_endpoints_s3_encryption_enabled,Check if Glue development endpoints have S3 encryption enabled.,Check if Glue development endpoints have S3 encryption enabled.,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.
glue_etl_jobs_amazon_s3_encryption_enabled,Check if Glue ETL Jobs have S3 encryption enabled.,Check if Glue ETL Jobs have S3 encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_etl_jobs_cloudwatch_logs_encryption_enabled,Check if Glue ETL Jobs have CloudWatch Logs encryption enabled.,Check if Glue ETL Jobs have CloudWatch Logs encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_etl_jobs_job_bookmark_encryption_enabled,Check if Glue ETL Jobs have Job bookmark encryption enabled.,Check if Glue ETL Jobs have Job bookmark encryption enabled.,If not enabled sensitive information at rest is not protected.
glue_etl_jobs_logging_enabled,[DEPRECATED] Check if Glue ETL Jobs have logging enabled.,[DEPRECATED] Ensure that Glue ETL Jobs have CloudWatch logs enabled.,"Without logging enabled, AWS Glue jobs lack visibility into job activities and failures, making it difficult to detect unauthorized access, troubleshoot issues, and ensure compliance. This may result in untracked security incidents or operational issues that affect data processing."
glue_ml_transform_encrypted_at_rest,Check if Glue ML Transform Encryption at Rest is Enabled,This control checks whether an AWS Glue machine learning transform is encrypted at rest. The control fails if the machine learning transform isn't encrypted at rest.,"Data at rest refers to data that's stored in persistent, non-volatile storage for any duration. Encrypting data at rest helps you protect its confidentiality, which reduces the risk that an unauthorized user can access it."
guardduty_centrally_managed,GuardDuty is centrally managed,GuardDuty is centrally managed,"If GuardDuty is not centrally managed, it is not possible to centrally manage the GuardDuty findings, settings, and member accounts."
guardduty_ec2_malware_protection_enabled,Ensure that GuardDuty Malware Protection for EC2 is enabled.,GuardDuty Malware Protection for EC2 helps you detect the potential presence of malware by scanning the Amazon Elastic Block Store (Amazon EBS) volumes that are attached to Amazon Elastic Compute Cloud (Amazon EC2) instances and container workloads.,"Malware can compromise your EC2 instances and container workloads, leading to data breaches, data exfiltration, and other security incidents."
guardduty_eks_audit_log_enabled,GuardDuty EKS Audit Log Monitoring Enabled,Checks whether GuardDuty EKS Audit Log Monitoring is enabled as source in a detector.,"Without GuardDuty EKS Audit Log Monitoring enabled, you may not be able to detect potentially suspicious activities in your Amazon Elastic Kubernetes Service (Amazon EKS) clusters."
guardduty_eks_runtime_monitoring_enabled,GuardDuty EKS Runtime Monitoring should be enabled,"This control checks whether GuardDuty EKS Runtime Monitoring with automated agent management is enabled. For a standalone account, the control fails if GuardDuty EKS Runtime Monitoring with automated agent management is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have EKS Runtime Monitoring with automated agent management enabled.","Without EKS Runtime Monitoring in GuardDuty, your Amazon EKS clusters may lack necessary protection against potential threats that can compromise container security, leading to unmonitored security risks."
guardduty_is_enabled,Check if GuardDuty is enabled,Check if GuardDuty is enabled,Amazon GuardDuty is a continuous security monitoring service that analyzes and processes several datasources.
guardduty_lambda_protection_enabled,Check if GuardDuty Lambda Protection is enabled.,"GuardDuty Lambda Protection helps you identify potential security threats when an AWS Lambda function gets invoked. After you enable Lambda Protection, GuardDuty starts monitoring Lambda network activity logs associated with the Lambda functions in your AWS account.","If Lambda Protection is not enabled, GuardDuty will not be able to monitor Lambda network activity logs and may miss potential security threats."
guardduty_no_high_severity_findings,There are High severity GuardDuty findings,There are High severity GuardDuty findings,If critical findings are not addressed threats can spread in the environment.
guardduty_rds_protection_enabled,Check if GuardDuty RDS Protection is enabled.,Check if GuardDuty RDS Protection is enabled to ensure monitoring and threat detection for RDS activity.,"Without GuardDuty RDS Protection enabled, suspicious login activities to your databases may go undetected, increasing the risk of unauthorized access, data breaches, or compromised database security."
guardduty_s3_protection_enabled,Check if GuardDuty S3 Protection is enabled.,This control checks whether GuardDuty S3 Protection is enabled in the account.,"Without GuardDuty S3 Protection enabled, your S3 buckets are not monitored for potential security risks at the object level, which may lead to undetected malicious activities and data breaches."
iam_administrator_access_with_mfa,Ensure users of groups with AdministratorAccess policy have MFA tokens enabled,Ensure users of groups with AdministratorAccess policy have MFA tokens enabled,Policy may allow Anonymous users to perform actions.
iam_avoid_root_usage,Avoid the use of the root accounts,Avoid the use of the root account,The root account has unrestricted access to all resources in the AWS account. It is highly recommended that the use of this account be avoided.
iam_aws_attached_policy_no_administrative_privileges,"Ensure IAM AWS-Managed policies that allow full ""*:*"" administrative privileges are not attached","Ensure IAM AWS-Managed policies that allow full ""*:*"" administrative privileges are not attached","IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended and considered a standard security advice to grant least privilegeâ€”that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
iam_check_saml_providers_sts,Check if there are SAML Providers then STS can be used,Check if there are SAML Providers then STS can be used,Without SAML provider users with AWS CLI or AWS API access can use IAM static credentials. SAML helps users to assume role by default each time they authenticate.
iam_customer_attached_policy_no_administrative_privileges,"Ensure IAM Customer-Managed policies that allow full ""*:*"" administrative privileges are not attached","Ensure IAM Customer-Managed policies that allow full ""*:*"" administrative privileges are not attached","IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended and considered a standard security advice to grant least privilegeâ€”that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
iam_customer_unattached_policy_no_administrative_privileges,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not created","Ensure IAM policies that allow full ""*:*"" administrative privileges are not created, may be eventual consistent if an ephemeral resource is using it","IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended and considered a standard security advice to grant least privilegeâ€”that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
iam_group_administrator_access_policy,Ensure No IAM Groups Have Administrator Access Policy,"This check ensures that no IAM groups in your AWS account have the 'AdministratorAccess' policy attached. IAM users with this policy have unrestricted access to all AWS services and resources, which poses a significant security risk if misused.","IAM groups with administrator-level permissions can perform any action on any resource in your AWS environment. If these permissions are granted to users unnecessarily or to individuals without sufficient knowledge, it can lead to security vulnerabilities, data leaks, data loss, or unexpected charges."
iam_inline_policy_allows_privilege_escalation,Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation,Ensure no Inline IAM policies allow actions that may lead into Privilege Escalation,Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.
iam_inline_policy_no_administrative_privileges,"Ensure IAM inline policies that allow full ""*:*"" administrative privileges are not associated to IAM identities","Ensure inline policies that allow full ""*:*"" administrative privileges are not associated to IAM identities","IAM policies are the means by which privileges are granted to users, groups or roles. It is recommended and considered a standard security advice to grant least privilegeâ€”that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
iam_inline_policy_no_full_access_to_cloudtrail,"Ensure IAM inline policies that allow full ""cloudtrail:*"" privileges are not created","Ensure IAM inline policies that allow full ""cloudtrail:*"" privileges are not created",CloudTrail is a critical service and IAM policies should follow least privilege model for this service in particular
iam_inline_policy_no_full_access_to_kms,"Ensure IAM inline policies that allow full ""kms:*"" privileges are not created","Ensure IAM inline policies that allow full ""kms:*"" privileges are not created",KMS is a critical service and IAM policies should follow least privilege model for this service in particular
iam_no_custom_policy_permissive_role_assumption,Ensure that no custom IAM policies exist which allow permissive role assumption (e.g. sts:AssumeRole on *),Ensure that no custom IAM policies exist which allow permissive role assumption (e.g. sts:AssumeRole on *),If not restricted unintended access could happen.
iam_no_expired_server_certificates_stored,Ensure that all the expired SSL/TLS certificates stored in AWS IAM are removed.,Ensure that all the expired SSL/TLS certificates stored in AWS IAM are removed.,"Removing expired SSL/TLS certificates eliminates the risk that an invalid certificate will be deployed accidentally to a resource such as AWS Elastic Load Balancer (ELB), which can damage the credibility of the application/website behind the ELB."
iam_no_root_access_key,Ensure no root account access key exists,Ensure no root account access key exists,The root account is the most privileged user in an AWS account. AWS Access Keys provide programmatic access to a given AWS account. It is recommended that all access keys associated with the root account be removed. Removing access keys associated with the root account limits vectors by which the account can be compromised. Removing the root access keys encourages the creation and use of role based accounts that are least privileged.
iam_password_policy_expires_passwords_within_90_days_or_less,Ensure IAM password policy expires passwords within 90 days or less,Ensure IAM password policy expires passwords within 90 days or less,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.
iam_password_policy_lowercase,Ensure IAM password policy require at least one lowercase letter,Ensure IAM password policy requires at least one uppercase letter,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one lowercase letter.
iam_password_policy_minimum_length_14,Ensure IAM password policy requires minimum length of 14 or greater,Ensure IAM password policy requires minimum length of 14 or greater,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require minimum length of 14 or greater.
iam_password_policy_number,Ensure IAM password policy require at least one number,Ensure IAM password policy require at least one number,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one number.
iam_password_policy_reuse_24,Ensure IAM password policy prevents password reuse: 24 or greater,Ensure IAM password policy prevents password reuse: 24 or greater,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy prevents at least password reuse of 24 or greater.
iam_password_policy_symbol,Ensure IAM password policy require at least one symbol,Ensure IAM password policy require at least one symbol,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one non-alphanumeric character.
iam_password_policy_uppercase,Ensure IAM password policy requires at least one uppercase letter,Ensure IAM password policy requires at least one uppercase letter,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.
iam_policy_allows_privilege_escalation,Ensure no Customer Managed IAM policies allow actions that may lead into Privilege Escalation,Ensure no Customer Managed IAM policies allow actions that may lead into Privilege Escalation,Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.
iam_policy_attached_only_to_group_or_roles,Ensure IAM policies are attached only to groups or roles,Ensure IAM policies are attached only to groups or roles,"By default IAM users, groups, and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges."
